Unnamed: 0,CPUname,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS
1023,Intel Core i5-9400T,CPU,2018-09-01,14.0,35.0,,,1800.0,Intel,Intel,,,
1024,Intel Core i5-6350HQ,CPU,2016-01-24,14.0,45.0,,,2300.0,Intel,Intel,,,
1025,Intel Xeon Platinum 8358P,CPU,2021-04-06,10.0,240.0,,,2600.0,Intel,Intel,,,
1026,Intel Xeon W3540,CPU,2009-03-30,45.0,130.0,263.0,731.0,2933.0,Intel,Intel,,,
1027,Intel Core 2 Duo E6400,CPU,2006-07-27,65.0,65.0,143.0,291.0,2133.0,Intel,Intel,,,
1028,Intel Core i9-11900F,CPU,2021-03-16,14.0,65.0,,,2500.0,Intel,Intel,,,
1029,Intel Pentium Dual-Core T4400,CPU,2009-12-01,45.0,35.0,107.0,410.0,2200.0,Intel,Intel,,,
1030,Intel Xeon MP 2.83,CPU,2005-03-29,90.0,135.0,,286.0,2833.0,Intel,Intel,,,
1031,AMD A6-3430MX,CPU,2011-12-20,32.0,45.0,228.0,1178.0,1700.0,Unknown,AMD,,,
1032,AMD Athlon XP 2000+,CPU,2002-01-07,180.0,70.0,150.0,37.0,1667.0,Unknown,AMD,,,
1033,Intel Core i7-965,CPU,2008-11-17,45.0,130.0,263.0,731.0,3200.0,Intel,Intel,,,
1034,Intel Core i5-6500,CPU,2015-07-02,14.0,65.0,177.0,,3200.0,Intel,Intel,,,
1035,Intel Core M-5Y31,CPU,2014-10-27,14.0,5.0,50.0,,900.0,Intel,Intel,,,
1036,Intel Xeon X5647,CPU,2011-02-14,32.0,130.0,239.0,1170.0,2933.0,Intel,Intel,,,
1037,Intel Xeon Platinum 8280M,CPU,2018-12-11,14.0,205.0,,8000.0,2700.0,Intel,Intel,,,
1038,Intel Core i3-9350KF,CPU,2019-01-08,14.0,91.0,,,4000.0,Intel,Intel,,,
1039,Intel Core i7-2960XM,CPU,2011-09-04,32.0,55.0,216.0,1160.0,2700.0,Intel,Intel,,,
1040,Intel Core 2 Duo E8500,CPU,2008-01-01,45.0,65.0,107.0,410.0,3166.0,Intel,Intel,,,
1041,AMD Sempron X2 2100,CPU,2008-03-01,65.0,65.0,118.0,221.0,1800.0,Unknown,AMD,,,
1042,AMD FX-4350,CPU,2013-04-29,32.0,125.0,315.0,1200.0,4200.0,Unknown,AMD,,,
1043,Intel Core i7-11700KF,CPU,2021-03-16,14.0,125.0,,,3600.0,Intel,Intel,,,
1044,Intel Core i5-3210M,CPU,2012-06-01,22.0,35.0,118.0,,2500.0,Intel,Intel,,,
1045,AMD Ryzen 5 3600XT,CPU,2019-07-07,7.0,95.0,74.0,3800.0,3800.0,TSMC,AMD,,,
1046,Intel Pentium Dual-Core E2140,CPU,2007-06-03,65.0,65.0,77.0,105.0,1600.0,Intel,Intel,,,
1047,AMD EPYC 7261,CPU,2018-06-14,14.0,170.0,213.0,4800.0,2500.0,GF,AMD,,,
1048,AMD Athlon XP-M 2500+,CPU,2001-01-01,130.0,45.0,101.0,63.0,1862.0,Unknown,AMD,,,
1049,AMD A6-5200,CPU,2013-05-23,32.0,25.0,246.0,1178.0,2000.0,Unknown,AMD,,,
1050,Intel Core i5-8305G,CPU,2018-02-01,14.0,65.0,,,2800.0,Intel,Intel,,,
1051,AMD A6-3670K,CPU,2011-12-20,32.0,100.0,228.0,1178.0,2700.0,Unknown,AMD,,,
1052,AMD A9-9425 SoC,CPU,2016-05-31,28.0,15.0,124.0,1200.0,3100.0,Unknown,AMD,,,
1053,Intel Xeon 5130,CPU,2006-06-26,65.0,65.0,,,2000.0,Intel,Intel,,,
1054,Intel Core i7-4770HQ,CPU,2014-07-01,22.0,47.0,264.0,1400.0,2200.0,Intel,Intel,,,
1055,Intel Atom CE4130,CPU,2009-09-24,45.0,7.0,26.0,47.0,1200.0,Intel,Intel,,,
1056,AMD Athlon 850,CPU,2000-06-05,180.0,47.0,120.0,37.0,850.0,Unknown,AMD,,,
1057,AMD A12-9800,CPU,2017-07-27,28.0,65.0,246.0,1178.0,3800.0,Unknown,AMD,,,
1058,Intel Xeon Gold 5320,CPU,2021-04-06,10.0,185.0,,,2200.0,Intel,Intel,,,
1059,AMD Ryzen 3 2300U,CPU,2018-01-08,14.0,15.0,246.0,,2000.0,GF,AMD,,,
1060,AMD FX-4150,CPU,2012-10-23,32.0,95.0,315.0,1200.0,3800.0,Unknown,AMD,,,
1061,AMD A4-4355M,CPU,2012-09-27,32.0,17.0,246.0,1303.0,1900.0,Unknown,AMD,,,
1062,AMD Ryzen 3 4300G,CPU,2020-07-21,7.0,65.0,,,3800.0,TSMC,AMD,,,
1063,Intel Core i5-3320M,CPU,2012-06-01,22.0,35.0,118.0,,2600.0,Intel,Intel,,,
1064,Intel Core i7-940,CPU,2008-11-17,45.0,130.0,263.0,731.0,2933.0,Intel,Intel,,,
1065,AMD A4-5300,CPU,2012-10-02,32.0,65.0,246.0,1178.0,3400.0,Unknown,AMD,,,
1066,AMD A9-9400 SoC,CPU,2016-05-31,28.0,10.0,124.0,1200.0,2400.0,Unknown,AMD,,,
1067,AMD Ryzen 7 4700G,CPU,2020-07-21,7.0,65.0,,,3600.0,TSMC,AMD,,,
1068,AMD Sempron 3000+,CPU,2004-09-17,130.0,62.0,101.0,63.0,2000.0,Unknown,AMD,,,
1069,Intel Core i7-3667U,CPU,2012-06-03,22.0,17.0,118.0,,2000.0,Intel,Intel,,,
1070,Intel Core i5-5675C,CPU,2015-05-15,14.0,65.0,,,3100.0,Intel,Intel,,,
1071,Intel Pentium Dual-Core E2210,CPU,2009-06-01,45.0,65.0,82.0,228.0,2200.0,Intel,Intel,,,
1072,Intel Core i9-7980XE,CPU,2017-09-01,14.0,165.0,,,2600.0,Intel,Intel,,,
1073,Intel Xeon Platinum 8276,CPU,2018-12-11,14.0,165.0,,8000.0,2200.0,Intel,Intel,,,
1074,Intel Core 2 Duo T7100,CPU,2007-05-27,65.0,35.0,111.0,293.0,1800.0,Intel,Intel,,,
1075,AMD EPYC 7413,CPU,2021-03-15,7.0,180.0,,,2650.0,TSMC,AMD,,,
1076,AMD Opteron 6348,CPU,2012-11-05,32.0,115.0,315.0,2400.0,2800.0,Unknown,AMD,,,
1077,AMD Opteron X2 870,CPU,2005-09-26,90.0,95.0,,233.0,2000.0,Unknown,AMD,,,
1078,Intel Xeon MP 7020 Dual-Core,CPU,2005-12-01,90.0,135.0,213.0,200.0,2667.0,Intel,Intel,,,
1079,Intel Core i3-3240,CPU,2012-09-03,22.0,55.0,94.0,,3400.0,Intel,Intel,,,
1080,AMD Sempron 3200+,CPU,2005-10-01,90.0,62.0,84.0,63.0,1800.0,Unknown,AMD,,,
1081,Intel Atom N550,CPU,2010-08-23,45.0,9.0,87.0,176.0,1500.0,Intel,Intel,,,
1082,AMD A10-4600M,CPU,2012-05-15,32.0,35.0,246.0,1178.0,2300.0,Unknown,AMD,,,
1083,Intel Core i5-2435M,CPU,2011-09-01,32.0,35.0,149.0,624.0,2400.0,Intel,Intel,,,
1084,Intel Xeon E5-2667 v2,CPU,2013-09-01,22.0,130.0,160.0,1400.0,3300.0,Intel,Intel,,,
1085,Intel Core 2 Quad Q8400S,CPU,2009-04-19,45.0,65.0,82.0,456.0,2666.0,Intel,Intel,,,
1086,Intel Pentium D 915,CPU,2006-07-23,65.0,95.0,140.0,376.0,2800.0,Intel,Intel,,,
1087,Intel Core 2 Duo T5500,CPU,2006-07-27,65.0,35.0,143.0,,1667.0,Intel,Intel,,,
1088,AMD Phenom X4 9750B,CPU,2008-08-15,65.0,95.0,285.0,450.0,2400.0,Unknown,AMD,,,
1089,AMD Phenom II X4 B95,CPU,2009-10-01,45.0,95.0,258.0,758.0,3000.0,Unknown,AMD,,,
1090,AMD E-300,CPU,2011-08-22,40.0,18.0,75.0,,1300.0,Unknown,AMD,,,
1091,Intel Xeon E3-1220 v2,CPU,2012-05-14,22.0,69.0,160.0,1400.0,3100.0,Intel,Intel,,,
1092,Intel Pentium 4 HT 517,CPU,2001-01-01,90.0,84.0,109.0,125.0,2933.0,Intel,Intel,,,
1093,Intel Xeon E5-2697 v2,CPU,2013-09-01,22.0,130.0,160.0,1400.0,2700.0,Intel,Intel,,,
1094,Intel Xeon 7120N,CPU,2006-08-27,65.0,95.0,435.0,1328.0,3000.0,Intel,Intel,,,
1095,Intel Core i3-10320,CPU,2020-04-30,14.0,91.0,,,3800.0,Intel,Intel,,,
1096,Intel Core Duo LV L2300,CPU,2006-01-05,65.0,15.0,90.0,151.0,1500.0,Intel,Intel,,,
1097,Intel Core i5-750,CPU,2009-09-08,45.0,95.0,296.0,774.0,2666.0,Intel,Intel,,,
1098,Intel Core i3-10350K,CPU,2020-04-30,14.0,91.0,,,4100.0,Intel,Intel,,,
1099,Intel Pentium G3450T,CPU,2014-07-21,22.0,35.0,177.0,1400.0,2900.0,Intel,Intel,,,
1100,AMD Athlon XP 1600+,CPU,2001-01-01,130.0,49.0,80.0,37.0,1400.0,Unknown,AMD,,,
1101,Intel Core i5-8400,CPU,2017-10-05,14.0,65.0,,,2800.0,Intel,Intel,,,
1102,AMD Athlon X2 QL-62,CPU,2008-09-01,65.0,25.0,,,2000.0,Unknown,AMD,,,
1103,AMD Ryzen 3 PRO 3300U,CPU,2019-04-08,12.0,15.0,210.0,4940.0,2100.0,GF,AMD,,,
1104,AMD Ryzen 3 PRO 4350G,CPU,2020-07-21,7.0,65.0,,,3800.0,TSMC,AMD,,,
1105,AMD Athlon 64 3400+,CPU,2004-04-27,130.0,89.0,144.0,105.0,2400.0,Unknown,AMD,,,
1106,Intel Xeon Phi 7110X,CPU,2012-11-12,22.0,300.0,350.0,5000.0,1250.0,Intel,Intel,,,
1107,Intel Atom D410,CPU,2010-01-04,45.0,10.0,66.0,123.0,1667.0,Intel,Intel,,,
1108,Intel Xeon L5520,CPU,2009-03-30,45.0,60.0,263.0,731.0,2266.0,Intel,Intel,,,
1109,Intel Core i5-7600T,CPU,2017-01-03,14.0,35.0,,,2800.0,Intel,Intel,,,
1110,AMD Athlon 64 X2 4200+,CPU,2006-05-23,90.0,89.0,156.0,154.0,2200.0,Unknown,AMD,,,
1111,Intel Pentium 4 HT EE 3.46,CPU,2004-10-31,130.0,110.0,237.0,178.0,3460.0,Intel,Intel,,,
1112,Intel Core i7-10700F,CPU,2020-04-30,14.0,65.0,,,2900.0,Intel,Intel,,,
1113,Intel Core 2 Duo T7500,CPU,2007-05-27,65.0,35.0,143.0,293.0,2200.0,Intel,Intel,,,
1114,AMD Athlon X2 QL-60,CPU,2008-06-01,65.0,35.0,,,1900.0,Unknown,AMD,,,
1115,Intel Pentium Gold G6605,CPU,2021-03-16,14.0,65.0,,,4300.0,Intel,Intel,,,
1116,Intel Xeon Gold 6348,CPU,2021-04-06,10.0,235.0,,,2600.0,Intel,Intel,,,
1117,Intel Core i7-970,CPU,2010-07-19,32.0,130.0,239.0,1170.0,3200.0,Intel,Intel,,,
1118,Intel Celeron B840,CPU,2011-07-01,32.0,35.0,131.0,504.0,1900.0,Intel,Intel,,,
1119,Intel Core i7-8850H,CPU,2018-04-02,14.0,45.0,149.0,,2700.0,Intel,Intel,,,
1120,AMD Athlon II X3 405e,CPU,2009-10-20,45.0,45.0,169.0,300.0,2300.0,Unknown,AMD,,,
1121,Intel Core i3-10110Y,CPU,2019-08-21,14.0,9.0,,,1000.0,Intel,Intel,,,
1122,AMD Ryzen 3 3300X,CPU,2020-04-24,7.0,65.0,74.0,3800.0,3800.0,TSMC,AMD,,,
1123,Intel Core i3-2120T,CPU,2011-09-04,32.0,35.0,131.0,504.0,2600.0,Intel,Intel,,,
1124,AMD Athlon II X2 245e,CPU,2010-05-11,45.0,45.0,117.0,410.0,2900.0,Unknown,AMD,,,
1125,Intel Pentium 4 519K,CPU,2005-01-01,90.0,84.0,109.0,125.0,3060.0,Intel,Intel,,,
1126,Intel Core 2 Duo E4400,CPU,2007-07-22,65.0,65.0,111.0,167.0,2000.0,Intel,Intel,,,
1127,AMD Athlon 1400,CPU,2001-06-06,180.0,72.0,120.0,37.0,1400.0,Unknown,AMD,,,
1128,AMD Sempron 3000+,CPU,2004-11-23,90.0,25.0,,63.0,1800.0,Unknown,AMD,,,
1129,Intel Xeon E5-2637 v2,CPU,2013-09-01,22.0,130.0,160.0,1400.0,3500.0,Intel,Intel,,,
1130,Intel Core i5-9500,CPU,2018-10-19,14.0,65.0,,,3000.0,Intel,Intel,,,
1131,Intel Xeon Silver 4316,CPU,2021-04-06,10.0,150.0,,,2300.0,Intel,Intel,,,
1132,Intel Xeon E7-4850 v3,CPU,2015-06-01,22.0,115.0,160.0,1400.0,2200.0,Intel,Intel,,,
1133,Intel Core i3-8000,CPU,2018-09-01,14.0,65.0,,,3600.0,Intel,Intel,,,
1134,Intel Pentium G3420,CPU,2013-09-01,22.0,54.0,177.0,1400.0,3200.0,Intel,Intel,,,
1135,Intel Pentium G4560,CPU,2017-01-03,14.0,51.0,,,3500.0,Intel,Intel,,,
1136,Intel Core i5-4590,CPU,2014-05-01,22.0,84.0,177.0,1400.0,3300.0,Intel,Intel,,,
1137,Intel Xeon 5120,CPU,2006-06-26,65.0,65.0,,,1866.0,Intel,Intel,,,
1138,AMD Athlon 64 3400+,CPU,2004-01-06,130.0,89.0,193.0,105.0,2200.0,Unknown,AMD,,,
1139,Intel Pentium Gold G6400,CPU,2020-04-30,14.0,58.0,,,4000.0,Intel,Intel,,,
1140,Intel Xeon E5-2630 v2,CPU,2013-09-01,22.0,80.0,160.0,1400.0,2600.0,Intel,Intel,,,
1141,Intel Core 2 Duo E8190,CPU,2008-01-01,45.0,65.0,104.0,410.0,2667.0,Intel,Intel,,,
1142,Intel Pentium G640T,CPU,2012-06-03,32.0,35.0,131.0,504.0,2400.0,Intel,Intel,,,
1143,Intel Core 2 Solo ULV SU3500,CPU,2009-03-29,45.0,5.0,107.0,410.0,1400.0,Intel,Intel,,,
1144,AMD Athlon Gold 3150GE,CPU,2020-07-21,12.0,35.0,,,3500.0,GF,AMD,,,
1145,AMD Athlon 220GE,CPU,2018-06-01,14.0,35.0,192.0,4800.0,3400.0,Unknown,AMD,,,
1146,Intel Core i7-8705G,CPU,2018-02-01,14.0,65.0,,,3100.0,Intel,Intel,,,
1147,AMD Sempron 2600+,CPU,2001-01-01,130.0,25.0,144.0,69.0,1600.0,Unknown,AMD,,,
1148,AMD Athlon II X3 425,CPU,2009-10-20,45.0,95.0,169.0,300.0,2700.0,Unknown,AMD,,,
1149,Intel Core i5-6600K,CPU,2015-07-02,14.0,95.0,,,3500.0,Intel,Intel,,,
1150,AMD Athlon 64 4000+ (F3),CPU,2007-02-20,90.0,59.0,1.0,154.0,2600.0,Unknown,AMD,,,
1151,Intel Xeon 5063,CPU,2006-05-23,65.0,95.0,,,3200.0,Intel,Intel,,,
1152,AMD Sempron LE-1250,CPU,2007-10-08,65.0,45.0,,,2200.0,Unknown,AMD,,,
1153,Intel Xeon 3.4,CPU,2004-06-28,90.0,135.0,135.0,155.0,3400.0,Intel,Intel,,,
1154,Intel Celeron N2840,CPU,2014-05-22,22.0,7.0,,,2160.0,Intel,Intel,,,
1155,Intel Celeron G5920,CPU,2020-04-30,14.0,58.0,,,3500.0,Intel,Intel,,,
1156,AMD Athlon II X3 445,CPU,2010-05-11,45.0,95.0,169.0,300.0,3100.0,Unknown,AMD,,,
1157,Intel Pentium Gold G6500,CPU,2020-04-30,14.0,58.0,,,4100.0,Intel,Intel,,,
1158,AMD Ryzen 3 3200G,CPU,2019-07-07,12.0,65.0,210.0,49.0,3600.0,GF,AMD,,,
1159,AMD Opteron 146,CPU,2005-08-02,90.0,67.0,,106.0,2000.0,Unknown,AMD,,,
1160,AMD A8-7680,CPU,2018-10-26,28.0,45.0,246.0,1178.0,3500.0,Unknown,AMD,,,
1161,AMD Ryzen Threadripper 1900,CPU,2017-08-31,14.0,125.0,213.0,9600.0,3100.0,GF,AMD,,,
1162,AMD Ryzen 7 2800H,CPU,2018-05-30,14.0,15.0,246.0,,3400.0,GF,AMD,,,
1163,AMD Athlon 64 X2 3800+ EE SFF,CPU,2006-05-23,90.0,35.0,220.0,154.0,2000.0,Unknown,AMD,,,
1164,Intel Core i5-10210Y,CPU,2019-08-21,14.0,9.0,,,1000.0,Intel,Intel,,,
1165,AMD Ryzen 5 2500U,CPU,2017-10-26,14.0,15.0,246.0,,2000.0,GF,AMD,,,
1166,Intel Core i3-10300,CPU,2020-04-30,14.0,62.0,,,3700.0,Intel,Intel,,,
1167,AMD Opteron 248,CPU,2004-12-01,90.0,85.0,,106.0,2200.0,Unknown,AMD,,,
1168,AMD Opteron X2 275,CPU,2005-05-31,90.0,95.0,,233.0,2200.0,Unknown,AMD,,,
1169,Intel Xeon E5-4607,CPU,2012-05-14,32.0,95.0,435.0,2270.0,2200.0,Intel,Intel,,,
1170,Intel Core 2 Duo T7800,CPU,2007-09-27,65.0,35.0,143.0,293.0,2600.0,Intel,Intel,,,
1171,AMD Opteron 844,CPU,2003-06-30,130.0,85.0,193.0,106.0,1800.0,Unknown,AMD,,,
1172,Intel Pentium M 1.70,CPU,2003-06-02,130.0,24.0,100.0,77.0,1700.0,Intel,Intel,,,
1173,Intel Xeon E7-8870 v3,CPU,2015-06-01,22.0,140.0,160.0,1400.0,2100.0,Intel,Intel,,,
1174,AMD Athlon II X3 400e,CPU,2009-10-20,45.0,45.0,169.0,300.0,2200.0,Unknown,AMD,,,
1175,Intel Core i5-10310Y,CPU,2019-08-21,14.0,9.0,,,1100.0,Intel,Intel,,,
1176,AMD Opteron X2 885,CPU,2006-03-06,90.0,95.0,,233.0,2600.0,Unknown,AMD,,,
1177,Intel Pentium E5300,CPU,2008-11-30,45.0,65.0,82.0,228.0,2600.0,Intel,Intel,,,
1178,AMD Opteron 840,CPU,2003-09-09,130.0,82.0,193.0,106.0,1400.0,Unknown,AMD,,,
1179,AMD Sempron 145,CPU,2010-09-01,45.0,45.0,117.0,234.0,2800.0,Unknown,AMD,,,
1180,Intel Pentium M 730,CPU,2005-01-19,90.0,27.0,84.0,140.0,1600.0,Intel,Intel,,,
1181,Intel Atom E665CT,CPU,2010-11-22,45.0,7.0,26.0,47.0,1300.0,Intel,Intel,,,
1182,Intel Celeron 2.0,CPU,2002-09-18,130.0,73.0,146.0,55.0,2000.0,Intel,Intel,,,
1183,Intel Xeon 3.06,CPU,2003-07-14,130.0,97.0,237.0,286.0,3066.0,Intel,Intel,,,
1184,Intel Xeon Platinum 9282,CPU,2019-04-02,14.0,400.0,,8000.0,2600.0,Intel,Intel,,,
1185,AMD Opteron 142,CPU,2004-05-18,130.0,82.0,193.0,106.0,1600.0,Unknown,AMD,,,
1186,Intel Xeon X5650,CPU,2010-03-16,32.0,95.0,239.0,1170.0,2666.0,Intel,Intel,,,
1187,AMD Z-01,CPU,2011-06-01,40.0,6.0,,,1000.0,Unknown,AMD,,,
1188,AMD A4-3300,CPU,2011-09-07,32.0,65.0,228.0,1178.0,2500.0,Unknown,AMD,,,
1189,AMD FX-8150,CPU,2011-10-12,32.0,125.0,315.0,1200.0,3600.0,Unknown,AMD,,,
1190,Intel Xeon E7-8850,CPU,2011-04-03,32.0,130.0,513.0,2600.0,2000.0,Intel,Intel,,,
1191,AMD Athlon 64 X2 3800+ EE,CPU,2006-05-23,90.0,65.0,220.0,154.0,2000.0,Unknown,AMD,,,
1192,Intel Xeon L5630,CPU,2010-03-16,32.0,40.0,239.0,1170.0,2133.0,Intel,Intel,,,
1193,Intel Core Solo ULV U1500,CPU,2006-04-19,65.0,5.0,90.0,151.0,1333.0,Intel,Intel,,,
1194,Intel Pentium 4 511,CPU,2005-01-01,90.0,84.0,109.0,125.0,2800.0,Intel,Intel,,,
1195,Intel Celeron 440,CPU,2007-06-03,65.0,35.0,77.0,105.0,2000.0,Intel,Intel,,,
1196,Intel Xeon Platinum 8253,CPU,2018-12-11,14.0,125.0,,8000.0,2200.0,Intel,Intel,,,
1197,Intel Atom Z650,CPU,2011-04-11,45.0,3.0,65.0,140.0,1200.0,Intel,Intel,,,
1198,AMD A10-6800K,CPU,2013-06-01,32.0,100.0,246.0,1178.0,4100.0,Unknown,AMD,,,
1199,AMD A10-6790K,CPU,2013-10-28,32.0,100.0,246.0,1178.0,4000.0,Unknown,AMD,,,
1200,Intel Celeron D 340,CPU,2004-09-22,90.0,84.0,109.0,125.0,2930.0,Intel,Intel,,,
1201,AMD Turion X2 RM-75,CPU,2008-12-01,65.0,35.0,,,2200.0,Unknown,AMD,,,
1202,AMD Opteron 846,CPU,2004-12-01,90.0,85.0,,106.0,2000.0,Unknown,AMD,,,
1203,Intel Pentium M 755,CPU,2004-05-10,90.0,21.0,84.0,140.0,2000.0,Intel,Intel,,,
1204,AMD Mobile Athlon 64 2700+,CPU,2004-08-01,130.0,82.0,193.0,106.0,1600.0,Unknown,AMD,,,
1205,AMD Athlon X4 970,CPU,2017-07-27,28.0,65.0,246.0,1178.0,3800.0,Unknown,AMD,,,
1206,AMD Sempron 2200+,CPU,2001-01-01,130.0,62.0,101.0,63.0,1500.0,Unknown,AMD,,,
1207,AMD EPYC 7713,CPU,2021-03-15,7.0,225.0,,,2000.0,TSMC,AMD,,,
1208,Intel Core i3-4100E,CPU,2013-09-04,22.0,37.0,118.0,1400.0,2400.0,Intel,Intel,,,
1209,Intel Core i5-9600,CPU,2018-10-19,14.0,65.0,,,3100.0,Intel,Intel,,,
1210,Intel Core m3-8114Y,CPU,2018-05-05,10.0,28.0,123.0,,1500.0,Intel,Intel,,,
1211,AMD A8-5500B,CPU,2012-10-02,32.0,65.0,246.0,1178.0,3200.0,Unknown,AMD,,,
1212,AMD Opteron 244,CPU,2004-12-01,90.0,85.0,,106.0,1800.0,Unknown,AMD,,,
1213,AMD Mobile Athlon 64 2800+,CPU,2004-08-01,130.0,35.0,193.0,106.0,1800.0,Unknown,AMD,,,
1214,Intel Xeon X5570,CPU,2009-03-30,45.0,95.0,263.0,731.0,2933.0,Intel,Intel,,,
1215,Intel Core i9-9980XE,CPU,2018-10-19,14.0,165.0,,,3000.0,Intel,Intel,,,
1216,Intel Pentium G4600T,CPU,2017-01-03,14.0,35.0,,,3000.0,Intel,Intel,,,
1217,Intel Core i7-960,CPU,2009-10-20,45.0,130.0,263.0,731.0,3200.0,Intel,Intel,,,
1218,AMD Athlon 64 FX-57,CPU,2005-06-27,90.0,104.0,115.0,114.0,2800.0,Unknown,AMD,,,
1219,AMD A4-5150M,CPU,2013-03-12,32.0,35.0,246.0,1178.0,2700.0,Unknown,AMD,,,
1220,Intel Core i7-8700K,CPU,2017-10-05,14.0,95.0,154.0,,3700.0,Intel,Intel,,,
1221,Intel Core 2 Duo E7300,CPU,2008-08-10,45.0,65.0,107.0,420.0,2667.0,Intel,Intel,,,
1222,AMD Athlon X2 6500 BE,CPU,2008-09-08,65.0,95.0,285.0,450.0,2300.0,Unknown,AMD,,,
1223,Intel Xeon Gold 5318S,CPU,2021-04-06,10.0,165.0,,,2100.0,Intel,Intel,,,
1224,AMD A6-9550,CPU,2017-07-27,28.0,65.0,246.0,1178.0,3800.0,Unknown,AMD,,,
1225,AMD Athlon XP 1700+,CPU,2001-01-01,130.0,50.0,80.0,37.0,1467.0,Unknown,AMD,,,
1226,AMD Sempron 3500+ EE SFF,CPU,2006-05-23,90.0,35.0,103.0,81.0,2000.0,Unknown,AMD,,,
1227,Intel Pentium G630,CPU,2011-09-04,32.0,65.0,131.0,504.0,2700.0,Intel,Intel,,,
1228,AMD Opteron 148,CPU,2005-08-02,90.0,85.0,,106.0,2200.0,Unknown,AMD,,,
1229,Intel Xeon Gold 5320T,CPU,2021-04-06,10.0,150.0,,,2300.0,Intel,Intel,,,
1230,AMD Ryzen 5 2600H,CPU,2018-05-30,14.0,15.0,246.0,,3300.0,GF,AMD,,,
1231,Intel Core i5-8250U,CPU,2017-08-21,14.0,15.0,123.0,,1600.0,Intel,Intel,,,
1232,Intel Pentium E6500,CPU,2009-08-09,45.0,65.0,82.0,228.0,2933.0,Intel,Intel,,,
1233,Intel Core i5-3335S,CPU,2012-11-01,22.0,65.0,160.0,1480.0,2700.0,Intel,Intel,,,
1234,Intel Pentium G2120,CPU,2012-09-03,22.0,55.0,94.0,,3100.0,Intel,Intel,,,
1235,Intel Core i7-6700TE,CPU,2015-09-01,14.0,35.0,,,2400.0,Intel,Intel,,,
1236,Intel Pentium 4 HT 640,CPU,2005-02-20,90.0,84.0,109.0,169.0,3200.0,Intel,Intel,,,
1237,AMD Athlon 220GE,CPU,2018-12-21,14.0,35.0,192.0,4800.0,3400.0,Unknown,AMD,,,
1238,AMD EPYC 7313,CPU,2021-03-15,7.0,155.0,,,3000.0,TSMC,AMD,,,
1239,AMD Opteron 156,CPU,2005-05-01,90.0,104.0,,106.0,3000.0,Unknown,AMD,,,
1240,AMD Phenom II X4 970 BE,CPU,2010-09-21,45.0,125.0,258.0,758.0,3500.0,Unknown,AMD,,,
1241,Intel Core i5-8650,CPU,2018-09-01,14.0,65.0,,,3100.0,Intel,Intel,,,
1242,Intel Xeon E5506,CPU,2009-03-30,45.0,80.0,263.0,731.0,2133.0,Intel,Intel,,,
1243,Intel Core i3-6100,CPU,2015-09-01,14.0,51.0,150.0,1400.0,3700.0,Intel,Intel,,,
1244,AMD Ryzen Threadripper PRO 3995WX,CPU,2020-07-14,7.0,280.0,74.0,3800.0,2700.0,TSMC,AMD,,,
1245,Intel Pentium 4 HT 517,CPU,2001-01-01,90.0,84.0,109.0,125.0,2933.0,Intel,Intel,,,
1246,AMD Athlon II X2 270u,CPU,2010-09-21,45.0,25.0,117.0,410.0,2000.0,Unknown,AMD,,,
1247,AMD Athlon 64 3000+,CPU,2004-10-14,90.0,67.0,84.0,69.0,1800.0,Unknown,AMD,,,
1248,Intel Xeon L5640,CPU,2010-03-16,32.0,60.0,239.0,1170.0,2266.0,Intel,Intel,,,
1249,Intel Xeon Silver 4314,CPU,2021-04-06,10.0,135.0,,,2400.0,Intel,Intel,,,
1250,AMD A6-9120C SoC,CPU,2019-01-07,28.0,6.0,124.0,1200.0,1600.0,Unknown,AMD,,,
1251,Intel Core i9-10920X,CPU,2019-10-19,14.0,165.0,,,3500.0,Intel,Intel,,,
1252,Intel Core i5-1035G7,CPU,2019-08-01,10.0,25.0,,,1200.0,Intel,Intel,,,
1253,AMD Opteron 244,CPU,2004-05-18,130.0,82.0,193.0,106.0,1800.0,Unknown,AMD,,,
1254,Intel Celeron B830,CPU,2012-09-01,32.0,35.0,131.0,504.0,1800.0,Intel,Intel,,,
1255,AMD Sempron 3000+,CPU,2006-05-23,90.0,62.0,103.0,81.0,1600.0,Unknown,AMD,,,
1256,AMD Athlon 64 X2 5000+ EE,CPU,2006-09-06,90.0,65.0,220.0,154.0,2600.0,Unknown,AMD,,,
1257,Intel Core i9-9980HK,CPU,2019-04-23,14.0,45.0,149.0,,2400.0,Intel,Intel,,,
1258,Intel Xeon Gold 6338T,CPU,2021-04-06,10.0,165.0,,,2100.0,Intel,Intel,,,
1259,AMD Opteron X2 265,CPU,2005-05-31,90.0,95.0,,233.0,1800.0,Unknown,AMD,,,
1260,Intel Pentium 4 HT 3.6E,CPU,2004-08-04,90.0,115.0,109.0,125.0,3600.0,Intel,Intel,,,
1261,AMD Athlon 64 LE-1640,CPU,2007-10-08,90.0,45.0,230.0,227.0,2600.0,Unknown,AMD,,,
1262,AMD Athlon 64 3700+,CPU,2001-01-01,90.0,89.0,199.0,233.0,2200.0,Unknown,AMD,,,
1263,Intel Xeon 7120M,CPU,2006-08-27,65.0,95.0,435.0,1328.0,3000.0,Intel,Intel,,,
