ID,CPUname,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,price,cpuMark,cpuValue,threadMark,threadValue,TDP,powerPerf,cores,testDate,socket,category
654,Intel Celeron G4900,CPU,2018-04-03,14.0,51.0,,,3100.0,Intel,Intel,105.95,2448,23.11,1914,18.06,54.0,45.34,2,2018,FCLGA1151-2,Desktop
5,Intel Core i5-8269U,CPU,2018-04-05,14.0,28.0,123.0,,2600.0,Intel,Intel,320.0,8055,25.17,2561,8.0,28.0,287.69,4,2021,FCBGA1528,"Laptop, Mobile/Embedded"
309,Intel Core i7-8559U,CPU,2018-04-05,14.0,28.0,123.0,,2700.0,Intel,Intel,617.0,8745,14.17,2580,4.18,28.0,312.32,4,2018,FCBGA1528,Laptop
608,Intel Core i5-8259U,CPU,2018-04-05,14.0,28.0,123.0,,2300.0,Intel,Intel,519.99,8131,15.64,2246,4.32,28.0,290.39,4,2018,FCBGA1528,Laptop
556,Intel Core i3-8109U,CPU,2018-04-05,14.0,28.0,123.0,,3000.0,Intel,Intel,499.99,4301,8.6,2133,4.27,28.0,153.6,2,2018,FCBGA1528,Laptop
773,AMD Ryzen 7 2700X,CPU,2018-04-19,12.0,105.0,192.0,4800.0,3700.0,GF,AMD,212.98,17578,82.54,2436,11.44,105.0,167.41,8,2018,AM4,Desktop
830,AMD Ryzen 7 2700,CPU,2018-04-19,12.0,65.0,192.0,4800.0,3200.0,GF,AMD,254.2,15654,61.58,2197,8.64,65.0,240.82,8,2018,AM4,Desktop
810,AMD Ryzen 5 2600X,CPU,2018-04-19,12.0,95.0,192.0,4800.0,3600.0,GF,AMD,154.39,14053,91.02,2406,15.58,95.0,147.92,6,2018,AM4,Desktop
956,AMD Ryzen 5 2600,CPU,2018-04-19,12.0,65.0,192.0,4800.0,3400.0,GF,AMD,124.88,13195,105.66,2250,18.02,65.0,202.99,6,2018,AM4,Desktop
425,Intel Core i3-8121U,CPU,2018-05-05,10.0,28.0,123.0,,2200.0,Intel,Intel,290.0,4376,15.09,1927,6.65,15.0,291.73,2,2018,unknown,Laptop
886,AMD Ryzen 5 PRO 2400G,CPU,2018-05-10,14.0,65.0,210.0,4950.0,3600.0,GF,AMD,,8378,,2132,,65.0,128.89,4,2018,AM4,Desktop
997,AMD Ryzen 7 2800H,CPU,2018-05-30,14.0,15.0,246.0,,3400.0,GF,AMD,,7656,,2164,,45.0,170.13,4,2019,FP5,Laptop
1007,AMD Ryzen 5 2600H,CPU,2018-05-30,14.0,15.0,246.0,,3300.0,GF,AMD,,7836,,2136,,45.0,174.14,4,2019,FP5,Laptop
56,Intel Xeon E-2124G,CPU,2018-05-31,14.0,72.0,126.0,1400.0,3400.0,Intel,Intel,229.99,7518,32.69,2749,11.95,71.0,105.89,4,2018,FCLGA1151-2,Server
88,Intel Xeon E-2124,CPU,2018-05-31,14.0,72.0,126.0,1400.0,3400.0,Intel,Intel,204.99,6977,34.04,2537,12.37,71.0,98.27,4,2019,FCLGA1151-2,Server
932,AMD Athlon PRO 200GE,CPU,2018-06-01,14.0,35.0,192.0,4800.0,3200.0,Unknown,AMD,,4139,,1821,,35.0,118.27,2,2018,AM4,Desktop
989,AMD Athlon 220GE,CPU,2018-06-01,14.0,35.0,192.0,4800.0,3400.0,Unknown,AMD,129.0,4450,34.5,1984,15.38,35.0,127.15,2,2019,AM4,Laptop
728,Intel Core i7-8086K,CPU,2018-06-05,14.0,95.0,,,4000.0,Intel,Intel,549.0,14550,26.5,2895,5.27,95.0,153.16,6,2018,FCLGA1151-2,Desktop
1074,AMD Ryzen 3 2300X,CPU,2018-08-01,14.0,65.0,210.0,4950.0,3500.0,GF,AMD,178.09,7566,42.48,2364,13.28,65.0,116.4,4,2019,AM4,Desktop
1167,AMD Ryzen Threadripper 2950X,CPU,2018-08-13,12.0,180.0,213.0,19200.0,3500.0,GF,AMD,990.0,29981,30.28,2488,2.51,180.0,166.56,16,2018,sTR4,Desktop
921,AMD Ryzen Threadripper 2990WX,CPU,2018-08-13,12.0,250.0,213.0,19200.0,3000.0,GF,AMD,2100.0,32475,15.46,2290,1.09,250.0,129.9,32,2018,sTR4,Desktop
314,Intel Core i5-9400T,CPU,2018-09-01,14.0,35.0,,,1800.0,Intel,Intel,182.0,7819,42.96,2057,11.3,35.0,223.39,6,2019,FCLGA1151-2,Desktop
479,Intel Core i3-9100,CPU,2018-09-01,14.0,65.0,,,3700.0,Intel,Intel,169.96,6625,38.98,2519,14.82,65.0,101.93,4,2019,FCLGA1151-2,Desktop
737,AMD Athlon 200GE,CPU,2018-09-06,14.0,35.0,192.0,4800.0,3200.0,Unknown,AMD,123.89,4135,33.38,1817,14.67,35.0,118.15,2,2018,AM4,Desktop
767,AMD Ryzen 5 PRO 2600,CPU,2018-09-19,12.0,65.0,192.0,4800.0,3400.0,GF,AMD,,13250,,2263,,65.0,203.84,6,2018,AM4,Desktop
1045,AMD Ryzen 7 PRO 2700,CPU,2018-09-19,12.0,65.0,192.0,4800.0,3200.0,GF,AMD,,15059,,2145,,65.0,231.67,8,2018,AM4,Desktop
1185,AMD Ryzen 7 2700E,CPU,2018-09-19,12.0,65.0,192.0,4800.0,2800.0,GF,AMD,,14657,,2410,,45.0,325.72,8,2019,AM4,Desktop
1144,AMD Ryzen 7 PRO 2700X,CPU,2018-09-19,12.0,95.0,192.0,4800.0,3600.0,GF,AMD,,17221,,2395,,105.0,164.01,8,2018,AM4,Desktop
502,Intel Core i7-8565U,CPU,2018-10-01,14.0,28.0,123.0,,1800.0,Intel,Intel,615.0,6358,10.34,2246,3.65,15.0,423.86,4,2018,FCBGA1356,Laptop
1132,AMD Ryzen 5 2500X,CPU,2018-10-01,12.0,65.0,192.0,4800.0,3600.0,GF,AMD,,9384,,2319,,65.0,144.37,4,2019,AM4,Desktop
307,Intel Core i5-8265U,CPU,2018-10-01,14.0,28.0,123.0,,1600.0,Intel,Intel,499.88,6103,12.21,2122,4.25,15.0,406.87,4,2018,FCBGA1528,Laptop
158,Intel Core i3-8145U,CPU,2018-10-01,10.0,28.0,123.0,,2100.0,Intel,Intel,281.0,3837,13.65,2142,7.62,15.0,255.79,2,2018,FCBGA1528,Laptop
765,AMD Ryzen Threadripper 2970WX,CPU,2018-10-02,12.0,250.0,213.0,19200.0,3000.0,GF,AMD,669.0,30433,45.49,2358,3.52,250.0,121.73,24,2018,sTR4,Desktop
1073,AMD Ryzen Threadripper 2920X,CPU,2018-10-03,12.0,180.0,213.0,19200.0,3500.0,GF,AMD,761.0,25203,33.12,2482,3.26,180.0,140.01,12,2018,sTR4,Desktop
93,Intel Core i5-9400,CPU,2018-10-19,14.0,65.0,,,2900.0,Intel,Intel,139.99,9478,67.71,2479,17.71,65.0,145.82,6,2019,FCLGA1151-2,Desktop
65,Intel Core i7-9700K,CPU,2018-10-19,14.0,95.0,,,3600.0,Intel,Intel,390.99,14550,37.21,2899,7.42,95.0,153.16,8,2018,FCLGA1151-2,Desktop
100,Intel Core i5-9600K,CPU,2018-10-19,14.0,95.0,,,3700.0,Intel,Intel,232.6,10793,46.4,2773,11.92,95.0,113.61,6,2018,FCLGA1151-2,Desktop
121,Intel Core i9-9990XE,CPU,2018-10-19,14.0,255.0,,,4000.0,Intel,Intel,2163.0,30162,13.94,2970,1.37,255.0,118.28,14,2020,LGA2066,Desktop
128,Intel Core i9-9920X,CPU,2018-10-19,14.0,165.0,,,3500.0,Intel,Intel,999.0,25291,25.32,2621,2.62,165.0,153.28,12,2018,FCLGA2066,Desktop
91,Intel Core i9-9820X,CPU,2018-10-19,14.0,165.0,,,3300.0,Intel,Intel,685.0,18288,26.7,2406,3.51,165.0,110.84,10,2018,FCLGA2066,Desktop
119,Intel Core i9-9940X,CPU,2018-10-19,14.0,165.0,,,3300.0,Intel,Intel,841.4,28411,33.77,2647,3.15,165.0,172.19,14,2018,FCLGA2066,Desktop
377,Intel Core i5-9600,CPU,2018-10-19,14.0,65.0,,,3100.0,Intel,Intel,256.55,10369,40.42,2751,10.72,65.0,159.53,6,2019,FCLGA1151-2,Desktop
402,Intel Core i9-9960X,CPU,2018-10-19,14.0,165.0,,,3100.0,Intel,Intel,1498.95,30655,20.45,2631,1.76,165.0,185.79,16,2019,FCLGA2066,Desktop
413,Intel Core i9-9900X,CPU,2018-10-19,14.0,165.0,,,3500.0,Intel,Intel,654.99,21868,33.39,2604,3.98,165.0,132.54,10,2018,FCLGA2066,Desktop
379,Intel Core i9-9980XE,CPU,2018-10-19,14.0,165.0,,,3000.0,Intel,Intel,1442.21,31905,22.12,2566,1.78,165.0,193.37,18,2018,FCLGA2066,Desktop
436,Intel Core i9-9900K,CPU,2018-10-19,14.0,95.0,180.0,,3600.0,Intel,Intel,622.0,18716,30.09,2960,4.76,95.0,197.02,8,2018,FCLGA1151-2,Desktop
356,Intel Core i5-9500,CPU,2018-10-19,14.0,65.0,,,3000.0,Intel,Intel,297.59,9698,32.59,2578,8.66,65.0,149.2,6,2019,FCLGA1151-2,Desktop
622,Intel Core i7-9800X,CPU,2018-10-19,14.0,165.0,,,3800.0,Intel,Intel,650.0,18240,28.06,2595,3.99,165.0,110.54,8,2018,FCLGA2066,Desktop
996,AMD A8-7680,CPU,2018-10-26,28.0,45.0,246.0,1178.0,3500.0,Unknown,AMD,69.5,3571,51.38,1638,23.57,45.0,79.36,4,2019,FM2+,Laptop
740,AMD EPYC 7371,CPU,2018-11-16,14.0,170.0,213.0,4800.0,3100.0,GF,AMD,1808.99,31094,17.19,2377,1.31,,,16,2019,SP3,Server
639,Intel Xeon Platinum 8260M,CPU,2018-12-11,14.0,165.0,,8000.0,2400.0,Intel,Intel,7705.0,33970,4.41,2315,0.3,165.0,205.88,24,2020,LGA3647,Server
462,Intel Xeon Platinum 8280,CPU,2018-12-11,14.0,205.0,,8000.0,2700.0,Intel,Intel,8870.46,37575,4.24,2011,0.23,205.0,183.29,28,2020,FCLGA3647,Server
605,Intel Xeon Platinum 8268,CPU,2018-12-11,14.0,205.0,,8000.0,2900.0,Intel,Intel,6005.98,30103,5.01,2167,0.36,205.0,146.84,24,2019,FCLGA3647,Server
531,Intel Xeon W-3175X,CPU,2018-12-19,14.0,255.0,,8000.0,3100.0,Intel,Intel,1595.96,37167,23.29,2148,1.35,255.0,145.75,28,2019,FCLGA3647,Desktop
1008,AMD Athlon 220GE,CPU,2018-12-21,14.0,35.0,192.0,4800.0,3400.0,Unknown,AMD,129.0,4450,34.5,1984,15.38,35.0,127.15,2,2019,AM4,Laptop
1112,AMD Athlon 220GE,CPU,2018-12-21,14.0,35.0,192.0,4800.0,3400.0,Unknown,AMD,129.0,4450,34.5,1984,15.38,35.0,127.15,2,2019,AM4,Laptop
1153,AMD Athlon 240GE,CPU,2018-12-21,14.0,35.0,192.0,4800.0,3500.0,Unknown,AMD,138.0,4551,32.98,1986,14.39,35.0,130.03,2,2019,AM4,Desktop
753,AMD Ryzen 7 3750H,CPU,2019-01-06,12.0,35.0,210.0,4940.0,2300.0,GF,AMD,,8277,,2104,,35.0,236.48,4,2019,FP5,Laptop
1040,AMD Ryzen 7 3700U,CPU,2019-01-06,12.0,15.0,210.0,4940.0,2300.0,GF,AMD,,7317,,2013,,15.0,487.81,4,2019,FP5,Laptop
963,AMD Ryzen 5 3500U,CPU,2019-01-06,12.0,15.0,210.0,4940.0,2100.0,GF,AMD,,7102,,1982,,15.0,473.44,4,2019,FP5,Laptop
1183,AMD Ryzen 5 3550H,CPU,2019-01-06,12.0,35.0,210.0,4940.0,2100.0,GF,AMD,,7994,,2078,,35.0,228.4,4,2019,FP5,Laptop
1196,AMD Ryzen 3 3300U,CPU,2019-01-06,12.0,15.0,210.0,4940.0,2100.0,GF,AMD,,5803,,1899,,15.0,386.88,4,2019,FP5,Laptop
772,AMD Ryzen 3 3200U,CPU,2019-01-06,12.0,15.0,210.0,4940.0,2600.0,GF,AMD,,3885,,1826,,15.0,259.03,2,2019,FP5,Laptop
931,AMD Athlon 300U,CPU,2019-01-06,14.0,15.0,,,2400.0,GF,AMD,,3978,,1830,,15.0,265.19,2,2019,FP5,Laptop
145,Intel Core i7-9700KF,CPU,2019-01-08,14.0,95.0,,,3600.0,Intel,Intel,424.99,14499,34.12,2920,6.87,95.0,152.62,8,2019,FCLGA1151-2,Desktop
134,Intel Core i5-9600KF,CPU,2019-01-08,14.0,95.0,,,3700.0,Intel,Intel,159.0,10838,68.16,2786,17.52,95.0,114.08,6,2019,FCLGA1151-2,Desktop
192,Intel Core i5-9400F,CPU,2019-01-08,14.0,65.0,,,2900.0,Intel,Intel,129.99,9544,73.42,2471,19.01,65.0,146.84,6,2019,FCLGA1151-2,"Desktop, Laptop"
1199,AMD Ryzen 3 PRO 2300U,CPU,2019-01-08,14.0,15.0,246.0,,2000.0,GF,AMD,,5982,,1853,,15.0,398.8,4,2018,FP5,Laptop
275,Intel Core i9-9900KF,CPU,2019-01-08,14.0,95.0,180.0,,3600.0,Intel,Intel,502.13,18691,37.22,2968,5.91,95.0,196.75,8,2019,FCLGA1151-2,Desktop
322,Intel Core i3-9350KF,CPU,2019-01-08,14.0,91.0,,,4000.0,Intel,Intel,207.36,7318,35.29,2666,12.86,91.0,80.42,4,2019,FCLGA1151-2,Desktop
859,AMD Ryzen 5 PRO 2500U,CPU,2019-01-08,14.0,15.0,246.0,,2000.0,GF,AMD,,6921,,1829,,15.0,461.43,4,2018,FP5,Laptop
297,Intel Pentium Gold G5620,CPU,2019-02-20,14.0,51.0,,,4000.0,Intel,Intel,159.99,4102,25.64,2424,15.15,54.0,75.97,2,2019,FCLGA1151-2,Desktop
981,AMD Ryzen 3 PRO 3300U,CPU,2019-04-08,12.0,15.0,210.0,4940.0,2100.0,GF,AMD,,6144,,2060,,15.0,409.61,4,2019,FP5,Laptop
852,AMD Ryzen 7 PRO 3700U,CPU,2019-04-08,12.0,15.0,210.0,4940.0,2300.0,GF,AMD,,7310,,2009,,15.0,487.33,4,2019,FP5,Laptop
836,AMD Ryzen 5 PRO 3500U,CPU,2019-04-08,12.0,15.0,210.0,4940.0,2100.0,GF,AMD,,6968,,1964,,15.0,464.55,4,2019,FP5,Laptop
104,Intel Core i7-9750HF,CPU,2019-04-23,14.0,45.0,149.0,,2600.0,Intel,Intel,395.0,11391,28.84,2539,6.43,45.0,253.14,6,2020,FCBGA1440,Laptop
579,Intel Core i5-9500F,CPU,2019-04-23,14.0,65.0,,,3000.0,Intel,Intel,182.0,10330,56.76,2676,14.7,65.0,158.92,6,2019,FCLGA1151-2,Desktop
174,Intel Core i7-9750H,CPU,2019-04-23,14.0,45.0,149.0,,2600.0,Intel,Intel,960.0,11207,11.67,2487,2.59,45.0,249.03,6,2019,FCBGA1440,Laptop
432,Intel Core i9-9880H,CPU,2019-04-23,14.0,45.0,149.0,,2300.0,Intel,Intel,556.0,13979,25.14,2555,4.59,45.0,310.64,8,2019,FCBGA1440,Laptop
118,Intel Core i3-9350K,CPU,2019-04-23,14.0,91.0,,,4000.0,Intel,Intel,293.22,7694,26.24,2823,9.63,91.0,84.55,4,2020,FCLGA1151,Desktop
638,Intel Core i3-9320,CPU,2019-04-23,14.0,62.0,,,3700.0,Intel,Intel,217.97,7358,33.76,2711,12.44,62.0,118.68,4,2019,FCLGA1151-2,Desktop
570,Intel Core i9-9900,CPU,2019-04-23,14.0,65.0,180.0,,3100.0,Intel,Intel,458.99,16873,36.76,2863,6.24,65.0,259.58,8,2019,FCLGA1151-2,Desktop
293,Intel Core i3-9100F,CPU,2019-04-23,14.0,65.0,,,3600.0,Intel,Intel,124.0,6768,54.58,2519,20.32,65.0,104.12,4,2019,FCLGA1151-2,Desktop
396,Intel Core i9-9980HK,CPU,2019-04-23,14.0,45.0,149.0,,2400.0,Intel,Intel,583.0,14728,25.26,2620,4.49,45.0,327.29,8,2019,FCBGA1440,Laptop
292,Intel Core i7-9700F,CPU,2019-04-23,14.0,65.0,,,3000.0,Intel,Intel,340.99,13462,39.48,2796,8.2,65.0,207.11,8,2019,FCLGA1151-2,Desktop
234,Intel Core i3-9300,CPU,2019-04-23,14.0,62.0,,,3700.0,Intel,Intel,194.99,7279,37.33,2666,13.67,62.0,117.4,4,2019,FCLGA1151-2,Desktop
277,Intel Core i7-9700,CPU,2019-04-23,14.0,65.0,,,3000.0,Intel,Intel,322.85,13385,41.46,2782,8.62,65.0,205.93,8,2019,FCLGA1151-2,Desktop
734,Intel Core i7-9850H,CPU,2019-04-23,14.0,45.0,149.0,,2600.0,Intel,Intel,1305.76,11483,8.79,2550,1.95,45.0,255.18,6,2019,unknown,Laptop
843,AMD Ryzen 5 3400G,CPU,2019-07-07,12.0,65.0,210.0,4940.0,3700.0,GF,AMD,228.0,9331,40.93,2360,10.35,65.0,143.56,4,2019,AM4,Desktop
1018,AMD Ryzen 5 3600X,CPU,2019-07-07,7.0,95.0,74.0,3800.0,3800.0,TSMC,AMD,209.99,18285,87.08,2670,12.71,95.0,192.47,6,2019,AM4,Desktop
1108,AMD Ryzen 7 3700X,CPU,2019-07-07,7.0,65.0,74.0,3800.0,3600.0,TSMC,AMD,367.52,22716,61.81,2680,7.29,65.0,349.48,8,2019,AM4,Desktop
970,AMD Ryzen 5 3600XT,CPU,2019-07-07,7.0,95.0,74.0,3800.0,3800.0,TSMC,AMD,327.52,18780,57.34,2794,8.53,95.0,197.69,6,2020,AM4,Desktop
1084,AMD Ryzen 5 3600,CPU,2019-07-07,7.0,65.0,74.0,3800.0,3600.0,TSMC,AMD,153.49,17822,116.11,2576,16.78,65.0,274.18,6,2019,AM4,Desktop
994,AMD Ryzen 3 3200G,CPU,2019-07-07,12.0,65.0,210.0,49.0,3600.0,GF,AMD,144.99,7188,49.57,2218,15.3,65.0,110.58,4,2019,AM4,Desktop
901,AMD Ryzen 9 3900X,CPU,2019-07-07,7.0,105.0,74.0,3800.0,3800.0,TSMC,AMD,359.0,32751,91.23,2725,7.59,105.0,311.92,12,2019,AM4,Desktop
1179,AMD Ryzen 7 3800X,CPU,2019-07-07,7.0,105.0,74.0,3800.0,3900.0,TSMC,AMD,248.59,23275,93.63,2735,11.0,105.0,221.67,8,2019,AM4,Desktop
164,Intel Core i5-1035G1,CPU,2019-08-01,10.0,25.0,,,1000.0,Intel,Intel,297.0,7737,26.05,2307,7.77,15.0,515.8,4,2019,FCBGA1526,Laptop
255,Intel Core i5-1035G4,CPU,2019-08-01,10.0,25.0,,,1100.0,Intel,Intel,309.0,8251,26.7,2277,7.37,15.0,550.09,4,2019,FCBGA1526,Laptop
532,Intel Core i7-1065G7,CPU,2019-08-01,10.0,25.0,,,1300.0,Intel,Intel,426.0,8668,20.35,2401,5.64,15.0,577.88,4,2019,FCBGA-1526,Laptop
394,Intel Core i5-1035G7,CPU,2019-08-01,10.0,25.0,,,1200.0,Intel,Intel,320.0,8388,26.21,2299,7.18,15.0,559.21,4,2019,FCBGA1526,Laptop
203,Intel Core i3-1005G1,CPU,2019-08-01,10.0,25.0,,,1200.0,Intel,Intel,281.0,5128,18.25,2250,8.01,15.0,341.84,2,2019,FCBGA1526,Laptop
803,AMD EPYC 7402,CPU,2019-08-07,7.0,180.0,74.0,3800.0,2800.0,TSMC,AMD,1962.0,51368,26.18,2081,1.06,180.0,285.38,24,2020,SP3,Server
816,AMD EPYC 7232P,CPU,2019-08-07,7.0,120.0,74.0,3800.0,3100.0,TSMC,AMD,390.27,17017,43.6,1549,3.97,120.0,141.81,8,2020,SP3,Server
819,AMD EPYC 7742,CPU,2019-08-07,7.0,225.0,74.0,3800.0,2250.0,TSMC,AMD,5045.99,68749,13.62,2145,0.43,225.0,305.55,64,2019,SP3,Server
747,AMD EPYC 7502,CPU,2019-08-07,7.0,180.0,74.0,3800.0,2500.0,TSMC,AMD,2750.0,49177,17.88,1843,0.67,180.0,273.21,32,2020,SP3,Server
1106,AMD EPYC 7642,CPU,2019-08-07,7.0,225.0,74.0,3800.0,2400.0,TSMC,AMD,3684.0,67748,18.39,2155,0.59,225.0,301.1,48,2021,SP3,Server
845,AMD EPYC 7272,CPU,2019-08-07,7.0,120.0,74.0,3800.0,2600.0,TSMC,AMD,605.45,26446,43.68,2013,3.32,120.0,220.38,12,2020,SP3,Server
1123,AMD EPYC 7252,CPU,2019-08-07,7.0,120.0,74.0,3800.0,2800.0,TSMC,AMD,381.22,19550,51.28,1992,5.23,120.0,162.92,8,2021,SP3,Server
1211,AMD EPYC 7262,CPU,2019-08-07,7.0,155.0,74.0,3800.0,3100.0,TSMC,AMD,571.95,20827,36.41,2026,3.54,155.0,134.37,8,2019,SP3,Server
745,AMD EPYC 7302,CPU,2019-08-07,7.0,155.0,74.0,3800.0,3000.0,TSMC,AMD,1115.12,33015,29.61,1978,1.77,155.0,213,16,2020,SP3,Server
874,AMD EPYC 7402P,CPU,2019-08-07,7.0,180.0,74.0,3800.0,2800.0,TSMC,AMD,1428.93,41741,29.21,1970,1.38,180.0,231.9,24,2019,SP3,Server
1194,AMD EPYC 7352,CPU,2019-08-07,7.0,155.0,74.0,3800.0,2400.0,TSMC,AMD,1280.0,40472,31.62,1995,1.56,155.0,261.11,24,2021,SP3,Server
934,AMD EPYC 7502P,CPU,2019-08-07,7.0,180.0,74.0,3800.0,2500.0,TSMC,AMD,2696.51,48995,18.17,1894,0.7,180.0,272.19,32,2019,SP3,Server
872,AMD EPYC 7542,CPU,2019-08-07,7.0,225.0,74.0,3800.0,2900.0,TSMC,AMD,1789.99,56728,31.69,2207,1.23,225.0,252.13,32,2019,SP3,Server
880,AMD EPYC 7702,CPU,2019-08-07,7.0,200.0,74.0,3800.0,2000.0,TSMC,AMD,4000.0,71646,17.91,2097,0.52,200.0,358.23,64,2020,SP3,Server
953,AMD EPYC 7452,CPU,2019-08-07,7.0,155.0,74.0,3800.0,2200.0,TSMC,AMD,2209.97,41871,18.95,1689,0.76,155.0,270.14,32,2019,SP3,Server
1177,AMD EPYC 7282,CPU,2019-08-07,7.0,120.0,74.0,3800.0,2800.0,TSMC,AMD,722.97,31631,43.75,1987,2.75,120.0,263.59,16,2019,SP3,Server
1186,AMD EPYC 7302P,CPU,2019-08-07,7.0,155.0,74.0,3800.0,3000.0,TSMC,AMD,2069.95,32480,15.69,1878,0.91,155.0,209.55,16,2019,SP3,Server
912,AMD EPYC 7702P,CPU,2019-08-07,7.0,200.0,74.0,3800.0,2000.0,TSMC,AMD,3499.99,61689,17.63,2110,0.6,200.0,308.44,64,2019,SP3,Server
31,Intel Core i3-10110U,CPU,2019-08-21,14.0,25.0,,,2100.0,Intel,Intel,434.17,4005,9.22,2266,5.22,15.0,267.01,2,2019,FCBGA1528,Laptop
37,Intel Core i5-10210U,CPU,2019-08-21,14.0,25.0,,,1600.0,Intel,Intel,702.62,6401,9.11,2233,3.18,15.0,426.76,4,2019,FCBGA1528,Laptop
732,Intel Core i7-10510U,CPU,2019-08-21,14.0,25.0,,,1800.0,Intel,Intel,409.0,6837,16.72,2363,5.78,15.0,455.82,4,2019,FCBGA1528,Laptop
353,Intel Core i3-10110Y,CPU,2019-08-21,14.0,9.0,,,1000.0,Intel,Intel,287.0,3278,11.42,2093,7.29,7.0,468.22,2,2020,UTFCBGA1377,Laptop
713,Intel Core i7-10710U,CPU,2019-08-21,14.0,25.0,,,1100.0,Intel,Intel,644.99,10126,15.7,2460,3.81,15.0,675.07,6,2019,FCBGA1528,Laptop
370,Intel Core i5-10210Y,CPU,2019-08-21,14.0,9.0,,,1000.0,Intel,Intel,,4836,,2032,,7.0,690.81,4,2020,UTFCBGA1377,Laptop
141,Intel Core i7-10510Y,CPU,2019-08-21,14.0,9.0,,,1200.0,Intel,Intel,403.0,5016,12.45,1957,4.86,7.0,716.63,4,2020,UTFCBGA1377,Laptop
942,AMD Ryzen 5 3500X,CPU,2019-09-24,7.0,65.0,74.0,3800.0,3600.0,TSMC,AMD,184.95,13319,72.01,2525,13.65,65.0,204.91,6,2019,AM4,Desktop
393,Intel Core i9-10920X,CPU,2019-10-19,14.0,165.0,,,3500.0,Intel,Intel,679.99,26696,39.26,2766,4.07,165.0,161.79,12,2019,FCLGA2066,Desktop
397,Intel Core i9-10980XE,CPU,2019-10-19,14.0,165.0,,,3000.0,Intel,Intel,999.99,33408,33.41,2667,2.67,165.0,202.47,18,2019,FCLGA2066,Desktop
196,Intel Core i9-10940X,CPU,2019-10-19,14.0,165.0,,,3300.0,Intel,Intel,771.99,28619,37.07,2724,3.53,165.0,173.45,14,2019,FCLGA2066,Desktop
306,Intel Core i9-10900X,CPU,2019-10-19,14.0,165.0,,,3700.0,Intel,Intel,560.0,22683,40.51,2696,4.81,165.0,137.47,10,2019,FCLGA2066,Desktop
925,AMD Ryzen 7 3780U,CPU,2019-10-22,12.0,15.0,210.0,4940.0,2300.0,GF,AMD,,7651,,2227,,15.0,510.04,4,2019,FP5,Laptop
1085,AMD Ryzen 5 3580U,CPU,2019-10-22,12.0,15.0,210.0,4940.0,2100.0,GF,AMD,,7846,,2125,,15.0,523.09,4,2019,FP5,Laptop
505,Intel Core i9-9900KS,CPU,2019-10-28,14.0,127.0,180.0,,4000.0,Intel,Intel,898.3,19518,21.73,3039,3.38,127.0,153.69,8,2019,FCLGA1151-2,Desktop
955,AMD Ryzen 9 3950X,CPU,2019-11-14,7.0,105.0,74.0,3800.0,3500.0,TSMC,AMD,650.0,39157,60.24,2738,4.21,105.0,372.92,16,2019,AM4,Desktop
864,AMD Athlon 3000G,CPU,2019-11-20,14.0,35.0,148.0,4800.0,3500.0,Unknown,AMD,54.99,4480,81.47,1999,36.36,35.0,128.01,2,2019,AM4,Desktop
1101,AMD Ryzen Threadripper 3970X,CPU,2019-11-25,7.0,280.0,74.0,3800.0,3700.0,TSMC,AMD,2997.99,63835,21.29,2694,0.9,280.0,227.98,32,2019,sTRX4,Desktop
1191,AMD Ryzen Threadripper 3960X,CPU,2019-11-25,7.0,280.0,74.0,3800.0,3800.0,TSMC,AMD,1682.9,54757,32.54,2678,1.59,280.0,195.56,24,2019,sTRX4,Desktop
1057,AMD Ryzen 3 4300U,CPU,2020-01-06,7.0,25.0,156.0,9800.0,2700.0,TSMC,AMD,,7568,,2325,,15.0,504.52,4,2020,FP6,Laptop
764,AMD Ryzen 5 4600U,CPU,2020-01-06,7.0,25.0,156.0,9800.0,2100.0,TSMC,AMD,,13460,,2418,,15.0,897.36,6,2020,FP6,Laptop
927,AMD Ryzen 7 4800U,CPU,2020-01-06,7.0,25.0,156.0,9800.0,1800.0,TSMC,AMD,,17073,,2603,,15.0,"1,138.18",8,2020,FP6,Laptop
1174,AMD Ryzen 5 4500U,CPU,2020-01-06,7.0,25.0,156.0,9800.0,2300.0,TSMC,AMD,,11098,,2454,,15.0,739.83,6,2020,FP6,Laptop
1131,AMD Ryzen 7 4800H,CPU,2020-01-06,7.0,54.0,156.0,9800.0,2900.0,TSMC,AMD,,19056,,2638,,45.0,423.46,8,2020,FP6,Laptop
811,AMD Ryzen 7 4700U,CPU,2020-01-06,7.0,25.0,156.0,9800.0,1800.0,TSMC,AMD,,13648,,2553,,15.0,909.83,8,2020,FP6,Laptop
1116,AMD Ryzen 7 4800HS,CPU,2020-01-06,7.0,35.0,156.0,9800.0,2900.0,TSMC,AMD,,18864,,2609,,45.0,419.2,8,2020,FP6,Laptop
1198,AMD Ryzen 5 4600H,CPU,2020-01-06,7.0,54.0,156.0,9800.0,3000.0,TSMC,AMD,,14735,,2461,,45.0,327.45,6,2020,FP6,Laptop
1081,AMD Ryzen 3 3250U,CPU,2020-01-06,12.0,15.0,210.0,4940.0,2600.0,GF,AMD,,3988,,1847,,15.0,265.87,2,2020,FP5,Laptop
